target,redirectURL,title,generator,statewideAlerts,stateTemplate,JQuery,GoogleAnalytics,errorcode,errormessage
https://oclafco.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 206.194.127.85:443
https://ocrbot.technology.ca.gov/,,OCRBot,,,,,"UA-21970760-42,UA-3419582-2",,
https://oehha.ca.gov/,,,,,,,,,
https://oes.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND oes.ca.gov
https://ohi.ca.gov/,,,,,,,,ECONNREFUSED,connect ECONNREFUSED 158.96.244.105:443
https://ohii.ca.gov/,,,,,,,,ECONNREFUSED,connect ECONNREFUSED 158.96.244.105:443
https://ohp.parks.ca.gov/,,OHP Division,,,,https://ohp.parks.ca.gov/vendor/jquery/jquery.min.js,"G-NQRMQVQ7T5,UA-3419582-2",,
https://ohs.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND ohs.ca.gov
https://ojai.ca.gov/,,"Ojai, CA | Official Website",,,,https://ojai.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-2WPLDT68FY,GTM-K73C5PS,GTM-WKGQMK5",,
https://olc.ca.gov/,,,,,,,,EPROTO,"write EPROTO 00C6A41D01000000:error:0A000458:SSL routines:ssl3_read_bytes:tlsv1 unrecognized name:ssl/record/rec_layer_s3.c:907:SSL alert number 112
"
https://olsip.apps.dgs.ca.gov/,,Home Page - Olsip.Web.Core,,,https://olsip.apps.dgs.ca.gov/Content/StateTemplate/js/cagov.core.js,https://olsip.apps.dgs.ca.gov/Content/StateTemplate/js/libs/jquery-3.2.1.min.js,,,
https://ombc.ca.gov/,,Welcome To Our Web Site - Osteopathic Medical Board of California,,,https://ombc.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.0.min.js,"G-69TD0KNT0F,G-QYQQC0C406,GTM-NBQCVZC,UA-3419582-2,UA-64276560-16",,
https://onlineservices.cdtfa.ca.gov/,https://onlineservices.cdtfa.ca.gov/_/,CDTFA Online Services,,,,https://onlineservices.cdtfa.ca.gov/Resource/jquery-1.12.4.min.js?h=1353612868,,,
https://opa.ca.gov/,,,,,,,,,Resource was not loaded. Status: 404
https://optometry.ca.gov/,,Welcome to the Board of Optometry Web Site - State of California,,,,https://code.jquery.com/jquery-3.5.1.min.js,"G-4178EX5G7R,G-69TD0KNT0F,UA-64276560-15",,
https://opzones.ca.gov/,https://economicdevelopment.business.ca.gov/frequently-asked-questions/,Frequently Asked Questions | California Community Economic Development,CAWeb v.1.5.2a,,,https://www.economicdevelopment.business.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-4SDQ67YYEK,G-TRANSPAREN",,
https://orea.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND orea.ca.gov
https://osfm.fire.ca.gov/,,Office of the State Fire Marshal | OSFM,,,,https://osfm.fire.ca.gov/assets/js/jquery.cookie.js,"G-HN6DJN3Q1W,UA-12131957-10,UA-3419582-2",,
https://osg.ca.gov/,,OSG | Office of the Surgeon General,CAWeb v.1.11.0,,https://osg.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://osg.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-F3V5NTDY19,G-Y7T2KCM7P1,UA-24087628-32,UA-3419582-2,UA-3419582-47",,
https://ospd.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,Hostname/IP does not match certificate's altnames: Host: ospd.ca.gov. is not in the cert's altnames: DNS:www.ospd.ca.gov
https://ota.ca.gov/,,OTA | Office of Tax Appeals,CAWeb v.1.11.0,,https://ota.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://ota.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-QP0XXEMY9P,G-Y7T2KCM7P1,UA-21970760-34,UA-3419582-2,UA-3419582-47",,
https://otech.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: otech.ca.gov. is not in the cert's altnames: DNS:*.go-vip.co, DNS:go-vip.co"
https://oycr.ca.gov/,,OYCR - Office of Youth and Community Restoration,CAWeb v.1.11.0,,https://oycr.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://oycr.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-7ND7ZHXVPG,G-Y7T2KCM7P1,GTM-WWXFNGG,UA-3419582-2,UA-3419582-47",,
https://p1blsr.dot.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://pab.ca.gov/,,Physician Assistant Board,,,https://pab.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.0.min.js,"G-69TD0KNT0F,G-K9B788PFCW,GTM-NBQCVZC,UA-3419582-2,UA-64276560-18",,
https://parentage.dcss.ca.gov/,,Parentage |,CAWeb v.1.11.0,,https://parentage.dcss.ca.gov/wp-content/themes/CAWeb/src/version-6.0/cagov.core.js?ver=1.11.0,https://parentage.dcss.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-MBVQ9WT0E1,G-Y7T2KCM7P1,UA-21974567-48,UA-3419582-2,UA-3419582-47",,
https://pasorobles.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://pass.cdcr.ca.gov/,https://pass.cdcr.ca.gov/Home/ChooseApplication,Choose Application - CDCR Peace Officer Application & Scheduling System,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,GTM-WWJWHL4,,
https://pass.post.ca.gov/,https://pass.post.ca.gov/login,Login - PASS – Authentication Service,,,,https://pass.post.ca.gov/js/jquery-3.6.0.min.js?v=v2,,,
https://penrynfire.ca.gov/,,Penryn Fire Protection District,Starfield Technologies; Go Daddy Website Builder 8.0.0000,,,,,,
https://pent.ca.gov/,,"Positive Environments, Network of Trainers (PENT)",,,,https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js,G-4CWKEGPHKC,,
https://perb.ca.gov/,,Home - California Public Employment Relations Board,CAWeb v.1.5.10,,,https://perb.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,UA-21970760-41,,
https://pers.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: pers.ca.gov. is not in the cert's altnames: DNS:www.calpers.ca.gov, DNS:calpers.ca.gov"
https://pharmacy.ca.gov/,,California State Board of Pharmacy,,,,https://code.jquery.com/jquery-3.5.1.min.js,"G-69TD0KNT0F,G-QVJEFJJNBX,GTM-M683DJB,GTM-NBQCVZC,UA-64276560-17",,
https://pia.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 34.196.42.94:443
https://piedmont.ca.gov/,,Home - City of Piedmont,,,,https://cdnsm1-hosted.civiclive.com/javascript/jquery.mmenu.min.all.js,G-GK506XC3FG,,
https://piercesdisease.cdfa.ca.gov/,,CDFA - Pierce's Disease Research Updates,,,https://piercesdisease.cdfa.ca.gov/v6/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,GTM-W4BKPB7,,
https://pinyonpinescwd.ca.gov/,,,,,,,,CERT_HAS_EXPIRED,certificate has expired
https://pioneercommunityenergy.org/,,Pioneer Community Energy,WordPress 6.5.4,,,,"G-ZC35CTZJ4N,GTM-NSP42KZ",,
https://pldcss.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND pldcss.ca.gov
https://plumascourt.ca.gov/,,,,,,,,CERT_HAS_EXPIRED,certificate has expired
https://pointarena.ca.gov/,,City of Point Arena,WordPress 6.5.4,,,https://pointarena.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://polb.com/,,,Gatsby 2.18.13,,,,"G-67K41NK67N,UA-28220816-1",,
https://portal-staging.hsr.ca.gov/,,,,,,,,,
https://portal.dhcs.ca.gov/,,Login-DHCS,,,https://portal.dhcs.ca.gov/Content/StateTemplate/js/cagov.core.js,https://portal.dhcs.ca.gov/Content/StateTemplate/js/libs/jquery-3.2.1.min.js,,,
https://portal.hsr.ca.gov/,,,,,,,,,
https://portsanluis.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://post.ca.gov/,,Home,,,,https://post.ca.gov/Resources/libraries/jQuery/03_07_01/jquery.js?cdv=486,G-K1FLBGKCQ9,,
https://postmile.dot.ca.gov/,,,,,,,,,
https://ppmoe.dot.ca.gov/,,Caltrans - DES Office Engineer,,,,,,,
https://preproduction.covid19.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND preproduction.covid19.ca.gov
https://problemgambling.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://prod.sites.ca.gov/,,prod.sites.ca.gov | for CAWeb publishing,CAWeb v.1.11.0,,https://prod.sites.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://prod.sites.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-Y7T2KCM7P1,UA-3419582-2,UA-3419582-47",,
https://projectresources.cdt.ca.gov/,,Project Resources | CA-PMO,CAWeb v.1.11.0,,https://projectresources.cdt.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://projectresources.cdt.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-NSV16ZKHM9,G-Y7T2KCM7P1,UA-20973992-26,UA-3419582-2,UA-3419582-47",,
https://psychology.ca.gov/,,California Board of Psychology,,,,https://code.jquery.com/jquery-3.5.1.min.js,"G-69TD0KNT0F,G-G17MN7HXHK,UA-64276560-22",,
https://ptbc.ca.gov/,,Physical Therapy Board of California,,,https://ptbc.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.0.min.js,"G-69TD0KNT0F,G-V6KF16YJFK,GTM-M683DJB,GTM-NBQCVZC,UA-21974567-31,UA-3419582-2",,
https://public.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND public.ca.gov
https://public.staging.cdph.ca.gov/,,CDPH Home,,https://alert.cdt.ca.gov/,,https://public.staging.cdph.ca.gov/Style%20Library/CDPH/js/jquery.min.js,"G-RESPONSIVE,GTM-NH6K5ST",,
https://qfd.ca.gov/,,Quincy Fire Protection District,,,,,,,
https://quake.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: quake.ca.gov. is not in the cert's altnames: DNS:*.conservation.ca.gov, DNS:conservation.ca.gov"
https://quickmap.dot.ca.gov/,,QuickMap,,https://alert.cdt.ca.gov/,https://quickmap.dot.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,"G-77921BS1SZ,UA-21431721-9,UA-3419582-2",,
https://radc.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND radc.ca.gov
https://rbra.ca.gov/,,Richardson Bay Regional Agency,,,,,,,
https://rcpa.ca.gov/,,Regional Climate Protection Authority,WordPress 6.5.4,,,https://rcpa.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-B3Z6BJFM4T,G-CACHEPRESS",,
https://rcwd.ca.gov/,,Raisin City Water District,Starfield Technologies; Go Daddy Website Builder 8.0.0000,,,,,,
https://recycledelnorte.ca.gov/,,Del Norte Solid Waste Managment Authority,,,,,,,
https://reedley.ca.gov/,,Home - City of Reedley,WordPress 6.5.4,,,https://reedley.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,UA-41463005-1,,
https://registertovote.ca.gov/,,Online Voter Registration | California Secretary of State,,,,,UA-5354926-13,,
https://report.hcai.ca.gov/,,Report Center - HCAI,,,,https://report.hcai.ca.gov/Reserved.ReportViewerWebControl.axd?OpType=Resource&Version=15.0.1449.0&Name=Microsoft.Reporting.WebForms.Scripts.jquery.min.js,,,
https://report.oshpd.ca.gov/,,Report Center - HCAI,,,,https://report.oshpd.ca.gov/Reserved.ReportViewerWebControl.axd?OpType=Resource&Version=15.0.1449.0&Name=Microsoft.Reporting.WebForms.Scripts.jquery.min.js,,,
https://resources.ca.gov/,,California Natural Resources Agency,,,,https://resources.ca.gov/sitecore%20modules/Web/ExperienceForms/scripts/jquery-3.4.1.min.js,"G-L1ZSB6EXE0,UA-3419582-2,UA-59627195-1",,
https://response.ca.gov/,,,,,,,,UNABLE_TO_VERIFY_LEAF_SIGNATURE,unable to verify the first certificate
https://rmc.ca.gov/,,San Gabriel and Lower Los Angeles Rivers and Mountains Conservancy,,https://alert.cdt.ca.gov/,https://rmc.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"G-ZVHQTNPVV8,UA-3419582-2",,
https://roadmaptoresearch.dot.ca.gov/,,Roadmap to Research,,,https://roadmaptoresearch.dot.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.5.1.min.js,UA-3419582-2,,
https://roads.dot.ca.gov/,,Division of Traffic Operations - Road Information - California Highway Information,,,https://roads.dot.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,,,
https://roc.fire.ca.gov/,[login.microsoftonline.com],Sign in to your account,,,,,,,
https://rocklin.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: rocklin.ca.gov. is not in the cert's altnames: DNS:*.rocklin.ca.us, DNS:rocklin.ca.us"
https://roctest.fire.ca.gov/,[login.microsoftonline.com],Sign in to your account,,,,,G-3EYBK7RVIC,,
https://rocuat.fire.ca.gov/,[login.microsoftonline.com],Sign in to your account,,,,,"G-0ZH8JWECKN,G-NCA0WURNKW,G-QPFQP3HNTN,G-UEQ0KCFEYA",,
https://rowlandwaterdistrict.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND rowlandwaterdistrict.ca.gov
https://sac.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND sac.ca.gov
https://saccourt.ca.gov/,,Superior Court of California - County of Sacramento,,,,https://saccourt.ca.gov/assets/plugins/jquery-1.11.2.min.js,UA-4132807-14,,
https://sacjustice.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND sacjustice.ca.gov
https://sacmetrofire.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND sacmetrofire.ca.gov
https://safefishing.ca.gov/,,,,,,,,CERT_HAS_EXPIRED,certificate has expired
https://saferatwork.labor.ca.gov/,,Safer At Work | California for All,CAWeb v.1.11.0,,https://saferatwork.labor.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://saferatwork.labor.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-WN09725CCD,G-Y7T2KCM7P1,GTM-5LKL585,UA-21974567-38,UA-3419582-2,UA-3419582-47",,
https://saltoncsd.ca.gov/,,Salton Community Services District,,,,,,,
https://saltonsea.ca.gov/,,Salton Sea Management Program,,https://alert.cdt.ca.gov/,https://saltonsea.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-3419582-2,UA-59627195-7",,
https://sanbag.ca.gov/,,,,,,,,EPROTO,"write EPROTO 00C6A41D01000000:error:0A0000C6:SSL routines:tls_get_more_records:packet length too long:ssl/record/methods/tls_common.c:655:
"
https://sanbruno.ca.gov/,,"San Bruno, CA | Official Website",,,,https://sanbruno.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-FVWSYTCK31,GTM-K73C5PS,GTM-WKGQMK5",,
https://sanramon.ca.gov/,,Home - City of San Ramon,,,,https://cdnsm1-hosted.civiclive.com/javascript/jquery.mmenu.min.all.js,"G-GK506XC3FG,UA-12176870-1",,
https://savewater.ca.gov/,,Save Water Report - State of California,,,,https://kendo.cdn.telerik.com/2022.2.621/js/jquery.min.js,,,
https://sbe.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND sbe.ca.gov
https://sc-cd.dot.ca.gov/,https://sc-cd.dot.ca.gov/Configuration/Error-Pages/Error-404-Page?item=%2f&layout=%7b00000000-0000-0000-0000-000000000000%7d&device=Default,Content Not Available | Caltrans,,,https://dot.ca.gov/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"GTM-573PLG9,UA-21431721-9,UA-3419582-2",,
https://scac.ca.gov/,,SCAC -- Homepage,,,,,,,
https://scag.ca.gov/,,Southern California Association of Governments - SCAG,,,,,GTM-PCMC9BT,,
https://scc.ca.gov/,,"California State Coastal Conservancy – The Coastal Conservancy acts with others to preserve, protect and restore the resources of the California Coast. Our vision is of a beautiful, restored and accessible coastline.",,,https://scc.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,UA-3419582-2,,
https://scdd.ca.gov/,,SCDD | State Council on Developmental Disabilities,CAWeb v.1.11.0,,https://scdd.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://scdd.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-6SR9BDZWHX,G-Y7T2KCM7P1,UA-23110710-3,UA-3419582-2,UA-3419582-47",,
https://scout.ca.gov/,,,,,,,,ETIMEDOUT,
https://scta.ca.gov/,,Sonoma County Transportation Authority | SCTA,WordPress 6.5.4,,,https://scta.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-15R30J43DJ,G-CACHEPRESS,G-TEMPLATEBU",,
https://scwa.ca.gov/,,,,,,,,ECONNREFUSED,connect ECONNREFUSED 209.204.175.65:443
https://sdcourt.ca.gov/,,Home | Superior Court of California - County of San Diego,Drupal 10 (https://www.drupal.org),,,https://sdcourt.ca.gov/core/assets/vendor/jquery/jquery.min.js?v=3.7.1,"G-9TV7LRTJDG,G-Q_WA8ZLXDF",,
https://sdrc.ca.gov/,,San Diego River Conservancy,,https://alert.cdt.ca.gov/,https://sdrc.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-3419582-2,UA-59627195-8",,
https://search-bppe.dca.ca.gov/,,Bureau for Private and Post-Secondary Education - BPPE,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.4.0/jquery.min.js,"G-3V1YPEGZCC,G-69TD0KNT0F,UA-3419582-2,UA-64276560-20",,
https://secretary.resources.ca.gov/,,secretary.resources.ca.gov — Domain default page,,,,,,,
https://secure.dre.ca.gov/,,Welcome to the California Department of Real Estate eLicensing System - DRE,,,,https://secure.dre.ca.gov/js/jquery.js,"G-5GPR0BKX57,UA-19741714-1,UA-3419582-2",,
https://seeds.energy.ca.gov/,,Home Page - California Energy Commission,,,https://seeds.energy.ca.gov/js/cagov.core.min.js,https://code.jquery.com/jquery-3.5.1.min.js,,,
https://seeleywaterdistrict.ca.gov/,,Seeley County Water District,,,,,,,
https://seminars.edd.ca.gov/,https://seminars.edd.ca.gov/Payroll_Tax_Seminars,Payroll Tax Seminars,,,,https://seminars.edd.ca.gov/Payroll_Tax_Seminars/Scripts/jquery-1.11.1.js,"UA-3419582-2,UA-3419582-31",,
https://sen.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: sen.ca.gov. is not in the cert's altnames: DNS:*.senate.ca.gov, DNS:senate.ca.gov, DNS:www.senate.ca.gov"
https://seniorleg.ca.gov/,,,,,,,,,Resource was not loaded. Status: 403
https://seniors.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: seniors.ca.gov. is not in the cert's altnames: DNS:*.insurance.ca.gov, DNS:insurance.ca.gov, DNS:interactive.web.insurance.ca.gov, DNS:legaldocs.insurance.ca.gov, DNS:www.insurance.ca.gov, DNS:cdiapps.insurance.ca.gov, DNS:cdiappstest.insurance.ca.gov"
https://seniors.insurance.ca.gov/,,California Seniors,CommonSpot Build 10.9.0.564,,,https://seniors.insurance.ca.gov/javascript/jquery-1.7.min.js,"G-7KBM6NS4N5,UA-3419582-2,UA-35348113-1",,
https://sentest.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND sentest.ca.gov
https://serve.ca.gov/,,,,,,,,CERT_HAS_EXPIRED,certificate has expired
https://sfo.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND sfo.ca.gov
https://shsp-test.dot.ca.gov/,,Caltrans | SHSP - Home,,,https://shsp-test.dot.ca.gov/js/cagov.core.min.js,https://shsp-test.dot.ca.gov/webjars/jquery/3.4.1/jquery.min.js,"UA-21431721-9,UA-3419582-2",,
https://shsp.dot.ca.gov/,,Caltrans | SHSP - Home,,,https://shsp.dot.ca.gov/js/cagov.core.min.js,https://shsp.dot.ca.gov/webjars/jquery/3.4.1/jquery.min.js,"UA-21431721-9,UA-3419582-2",,
https://sierracounty.ca.gov/,,"Sierra County, CA - Official Website | Official Website",,,,https://sierracounty.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-N28VLH4GMZ,GTM-K73C5PS,GTM-WKGQMK5",,
https://sierranevada.ca.gov/,,Sierra Nevada Conservancy | Building resilience,CAWeb v.1.11.0,,https://sierranevada.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://sierranevada.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-Y7T2KCM7P1,GTM-TMGLRHM,UA-3419582-2,UA-3419582-47",,
https://sierrarcd.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND sierrarcd.ca.gov
https://sites.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND sites.ca.gov
https://sjrc.ca.gov/,,San Joaquin River Conservancy – The San Joaquin River Conservancy is a regionally governed agency created to develop and manage the San Joaquin River Parkway,,https://alert.cdt.ca.gov/,https://sjrc.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-3419582-2,UA-59627195-7",,
https://skcd.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: skcd.ca.gov. is not in the cert's altnames: DNS:legatocommunity.co, DNS:www.legatocommunity.co"
https://slocounty.ca.gov/,,Home,,,,,G-VPXL6V4WXQ,,
https://smbrc.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND smbrc.ca.gov
https://smfd.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND smfd.ca.gov
https://smmc.ca.gov/,,Santa Monica Mountains Conservancy – Welcome to California,CAWeb v.1.4.21,https://alert.cdt.ca.gov/,https://smmc.ca.gov/wp-content/themes/CAWeb-master/js/cagov.core.js?ver=,https://smmc.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.6.4,G-3Z04Z00WN3,,
https://solanosr2s.ca.gov/,,Solano Transportation Authority | Safe Routes to School,WordPress 6.3.4,,,https://solanosr2s.ca.gov/wp-content/themes/solano/js/jquery.js,G-7Q0YPT74S7,,
https://soltrans.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND soltrans.ca.gov
https://sonomacounty.ca.gov/,,County Of Sonoma,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.5.1/jquery.min.js,GTM-M5G2H9S,,
https://speechandhearing.ca.gov/,,Speech-Language Pathology and Audiology and Hearing Aid Dispensers Board,,,,https://code.jquery.com/jquery-3.5.1.min.js,"G-69TD0KNT0F,G-KZHR8TYRFF,UA-64276560-26",,
https://spmud.ca.gov/,,South Placer Municipal Utility District,,,,,,,
https://spot.cdph.ca.gov/,https://spot.cdph.ca.gov/s/?language=en_US,SPOT,,,,,,,
https://sprls.dre.ca.gov/,,Subdivision Public Reports Lookup System,,,https://sprls.dre.ca.gov/js/cagov.core.min.js,https://sprls.dre.ca.gov/js/libs/jquery.js,,,
https://spwb.ca.gov/,,State Public Works Board | Oversee the fiscal matters associated with construction,CAWeb v.1.11.0,,https://spwb.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://spwb.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-JX3SYHBE8G,G-Y7T2KCM7P1,UA-11020794-1,UA-3419582-2,UA-3419582-47",,
https://srfecc.ca.gov/,,Sacramento Regional Fire/Ems Communications Center,,,,,,,
https://srta.ca.gov/,,"Shasta Regional Transportation Agency, CA | Official Website",,,,https://srta.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-C30T9L4XG7,GTM-K73C5PS,GTM-WKGQMK5",,
https://ss.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 204.147.113.17:443
https://ssc.ca.gov/,,Seismic Safety Commission |,CAWeb v.1.7.1,https://alert.cdt.ca.gov/,,https://ssc.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.6.1,"G-69TD0KNT0F,G-TSWFKMRXC5",,
https://sssd.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 206.110.229.140:443
https://sta.ca.gov/,,Solano Transportation Authority,WordPress 6.2.5,,,https://sta.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.6.4,G-L9SWKSSW0V,,
https://stage-calsta.calsta.ca.gov/,https://stage-calsta.calsta.ca.gov/Configuration/Error-Pages/Error-404-Page?item=%2f&layout=%7b00000000-0000-0000-0000-000000000000%7d&device=Default,Content Not Available | Caltrans,,,https://dot.ca.gov/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"GTM-573PLG9,UA-21431721-9,UA-3419582-2",,
https://stage-catc.catc.ca.gov/,https://stage-catc.catc.ca.gov/Configuration/Error-Pages/Error-404-Page?item=%2f&layout=%7b00000000-0000-0000-0000-000000000000%7d&device=Default,Content Not Available | Caltrans,,,https://dot.ca.gov/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"GTM-573PLG9,UA-21431721-9,UA-3419582-2",,
https://stage-dot.dot.ca.gov/,https://stage-dot.dot.ca.gov/Configuration/Error-Pages/Error-404-Page?item=%2f&layout=%7b00000000-0000-0000-0000-000000000000%7d&device=Default,Content Not Available | Caltrans,,,https://dot.ca.gov/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"GTM-573PLG9,UA-21431721-9,UA-3419582-2",,
https://stage.calcareers.ca.gov/,,,,,,,,ERR_TOO_MANY_REDIRECTS,Maximum number of redirects exceeded
https://stage.jobs.ca.gov/,,,,,,,,ERR_TOO_MANY_REDIRECTS,Maximum number of redirects exceeded
https://staging.ceqanet.opr.ca.gov/,,CEQAnet,,,https://california.azureedge.net/cdt/statetemplate/5.5.21/js/cagov.core.min.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,UA-3419582-2,,
https://staging.covid19.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND staging.covid19.ca.gov
https://state.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND state.ca.gov
